Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0034501,protein localization to kinetochore,19_GO:0051179 localization,-3.4,20,7.4,30284,13,346,3,0.87,0.5,3550|7272|283489,IK|TTK|CHAMP1,-1.8,MyList
WikiPathways,27,WP1984,Integrated breast cancer pathway,,-3.4,4.6,4.8,30284,153,346,8,2.3,0.81,472|545|1453|3065|3716|5347|6790|10111,ATM|ATR|CSNK1D|HDAC1|JAK1|PLK1|AURKA|RAD50,-1.8,MyList
GO Biological Processes,19,GO:0032787,monocarboxylic acid metabolic process,19_GO:0009987 cellular process,-3.4,2.7,4.1,30284,525,346,16,4.6,1.1,34|1374|2023|2108|2181|2194|3030|3032|5160|5162|5563|6566|9524|26227|60481|64834,ACADM|CPT1A|ENO1|ETFA|ACSL3|FASN|HADHA|HADHB|PDHA1|PDHB|PRKAA2|SLC16A1|TECR|PHGDH|ELOVL5|ELOVL1,-1.8,MyList
GO Biological Processes,19,GO:0007006,mitochondrial membrane organization,19_GO:0009987 cellular process,-3.4,5.2,4.9,30284,117,346,7,2,0.76,3313|7417|9804|10989|54927|92609|125988,HSPA9|VDAC2|TOMM20|IMMT|CHCHD3|TIMM50|MICOS13,-1.8,MyList
Reactome Gene Sets,6,R-HSA-5663220,RHO GTPases Activate Formins,,-3.4,5.2,4.9,30284,117,346,7,2,0.76,71|5347|7846|10376|10383|11004|81930,ACTG1|PLK1|TUBA1A|TUBA1B|TUBB4B|KIF2C|KIF18A,-1.8,MyList
WikiPathways,27,WP2272,Pathogenic Escherichia coli infection,,-3.4,8,5.6,30284,55,346,5,1.4,0.64,71|7846|10093|10376|10383,ACTG1|TUBA1A|ARPC4|TUBA1B|TUBB4B,-1.8,MyList
GO Biological Processes,19,GO:0044818,mitotic G2/M transition checkpoint,19_GO:0048519 negative regulation of biological process,-3.4,8,5.6,30284,55,346,5,1.4,0.64,472|545|4998|5347|10111,ATM|ATR|ORC1|PLK1|RAD50,-1.8,MyList
GO Molecular Functions,21,GO:0005310,dicarboxylic acid transmembrane transporter activity,,-3.4,11,6.2,30284,31,346,4,1.2,0.57,1468|6566|8604|10165,SLC25A10|SLC16A1|SLC25A12|SLC25A13,-1.8,MyList
GO Biological Processes,19,GO:1901798,positive regulation of signal transduction by p53 class mediator,19_GO:0048518 positive regulation of biological process,-3.4,11,6.2,30284,31,346,4,1.2,0.57,472|545|6135|6209,ATM|ATR|RPL11|RPS15,-1.8,MyList
GO Biological Processes,19,GO:0031577,spindle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-3.4,11,6.2,30284,31,346,4,1.2,0.57,472|3550|5347|7272,ATM|IK|PLK1|TTK,-1.8,MyList
Reactome Gene Sets,6,R-HSA-9006925,Intracellular signaling by second messengers,,-3.4,3.7,4.5,30284,236,346,10,2.9,0.9,3065|3708|3710|5700|5709|5931|6045|6233|57332|253260,HDAC1|ITPR1|ITPR3|PSMC1|PSMD3|RBBP7|RNF2|RPS27A|CBX8|RICTOR,-1.8,MyList
GO Biological Processes,19,GO:1903046,meiotic cell cycle process,19_GO:0022414 reproductive process,-3.4,4.1,4.6,30284,194,346,9,2.6,0.86,472|5347|6790|7272|10051|10111|29781|81930|259266,ATM|PLK1|AURKA|TTK|SMC4|RAD50|NCAPH2|KIF18A|ASPM,-1.8,MyList
GO Biological Processes,19,GO:0006790,sulfur compound metabolic process,19_GO:0009987 cellular process,-3.4,3.2,4.3,30284,327,346,12,3.5,0.98,1373|1468|2181|2194|5160|5162|8801|9524|9653|26227|60481|64834,CPS1|SLC25A10|ACSL3|FASN|PDHA1|PDHB|SUCLG2|TECR|HS2ST1|PHGDH|ELOVL5|ELOVL1,-1.8,MyList
GO Biological Processes,19,GO:0042176,regulation of protein catabolic process,19_GO:0050789 regulation of biological process,-3.4,3,4.3,30284,375,346,13,3.8,1,1452|1453|1454|3326|5347|5700|5709|6135|6625|6790|9532|9730|283106,CSNK1A1|CSNK1D|CSNK1E|HSP90AB1|PLK1|PSMC1|PSMD3|RPL11|SNRNP70|AURKA|BAG2|DCAF1|CSNK2A3,-1.8,MyList
GO Biological Processes,19,GO:0015980,energy derivation by oxidation of organic compounds,19_GO:0009987 cellular process,-3.4,3.4,4.4,30284,281,346,11,3.2,0.94,34|498|506|1347|2108|5160|5162|6389|8604|8801|10165,ACADM|ATP5F1A|ATP5F1B|COX7A2|ETFA|PDHA1|PDHB|SDHA|SLC25A12|SUCLG2|SLC25A13,-1.8,MyList
Reactome Gene Sets,6,R-HSA-9678108,SARS-CoV-1 Infection,,-3.4,5.2,4.9,30284,118,346,7,2,0.76,2197|6191|6193|6204|6209|6217|6233,FAU|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A,-1.8,MyList
GO Biological Processes,19,GO:0043604,amide biosynthetic process,19_GO:0009987 cellular process,-3.4,4.5,4.7,30284,155,346,8,2.3,0.81,1373|2181|2194|5160|5162|9524|60481|64834,CPS1|ACSL3|FASN|PDHA1|PDHB|TECR|ELOVL5|ELOVL1,-1.8,MyList
KEGG Pathway,24,hsa05171,Coronavirus disease - COVID-19,,-3.4,3.7,4.5,30284,238,346,10,2.9,0.9,2197|3716|6135|6169|6191|6193|6204|6209|6217|6233,FAU|JAK1|RPL11|RPL38|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A,-1.7,MyList
GO Cellular Components,20,GO:0044232,organelle membrane contact site,,-3.3,7.8,5.5,30284,56,346,5,1.4,0.64,9804|10989|54927|55210|125988,TOMM20|IMMT|CHCHD3|ATAD3A|MICOS13,-1.7,MyList
Reactome Gene Sets,6,R-HSA-5693571,Nonhomologous End-Joining (NHEJ),,-3.3,7.8,5.5,30284,56,346,5,1.4,0.64,472|3014|8340|8349|10111,ATM|H2AX|H2BC13|H2BC21|RAD50,-1.7,MyList
Reactome Gene Sets,6,R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),,-3.3,5.1,4.9,30284,119,346,7,2,0.76,472|545|3014|6233|8340|8349|10111,ATM|ATR|H2AX|RPS27A|H2BC13|H2BC21|RAD50,-1.7,MyList
GO Biological Processes,19,GO:0071353,cellular response to interleukin-4,19_GO:0050896 response to stimulus,-3.3,11,6,30284,32,346,4,1.2,0.57,2194|3326|3716|10376,FASN|HSP90AB1|JAK1|TUBA1B,-1.7,MyList
Reactome Gene Sets,6,R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,,-3.3,11,6,30284,32,346,4,1.2,0.57,472|5700|5709|6233,ATM|PSMC1|PSMD3|RPS27A,-1.7,MyList
Reactome Gene Sets,6,R-HSA-9861718,Regulation of pyruvate metabolism,,-3.3,11,6,30284,32,346,4,1.2,0.57,5160|5162|6233|192111,PDHA1|PDHB|RPS27A|PGAM5,-1.7,MyList
Reactome Gene Sets,6,R-HSA-73863,RNA Polymerase I Transcription Termination,,-3.3,11,6,30284,32,346,4,1.2,0.57,5437|7270|7343|9014,POLR2H|TTF1|UBTF|TAF1B,-1.7,MyList
GO Cellular Components,20,GO:0035267,NuA4 histone acetyltransferase complex,,-3.3,11,6,30284,32,346,4,1.2,0.57,71|8089|55689|55929,ACTG1|YEATS4|YEATS2|DMAP1,-1.7,MyList
GO Cellular Components,20,GO:0043189,H4/H2A histone acetyltransferase complex,,-3.3,11,6,30284,32,346,4,1.2,0.57,71|8089|55689|55929,ACTG1|YEATS4|YEATS2|DMAP1,-1.7,MyList
GO Biological Processes,19,GO:1904951,positive regulation of establishment of protein localization,19_GO:0051179 localization,-3.3,3.2,4.3,30284,331,346,12,3.5,0.98,2181|2767|3708|3728|4641|5478|6950|7203|10575|22994|51496|55929,ACSL3|GNA11|ITPR1|JUP|MYO1C|PPIA|TCP1|CCT3|CCT4|CEP131|CTDSPL2|DMAP1,-1.7,MyList
GO Biological Processes,19,GO:0006006,glucose metabolic process,19_GO:0009987 cellular process,-3.3,5.1,4.8,30284,120,346,7,2,0.76,1374|1468|2023|2648|5160|5162|10165,CPT1A|SLC25A10|ENO1|KAT2A|PDHA1|PDHB|SLC25A13,-1.7,MyList
GO Biological Processes,19,GO:0007346,regulation of mitotic cell cycle,19_GO:0050789 regulation of biological process,-3.3,2.6,4.1,30284,533,346,16,4.6,1.1,472|545|1654|3550|4751|4998|5347|6598|6790|7272|8558|8697|9928|10111|55726|79577,ATM|ATR|DDX3X|IK|NEK2|ORC1|PLK1|SMARCB1|AURKA|TTK|CDK10|CDC23|KIF14|RAD50|INTS13|CDC73,-1.7,MyList
KEGG Pathway,24,hsa05202,Transcriptional misregulation in cancer,,-3.3,4,4.5,30284,198,346,9,2.6,0.86,472|905|1025|3020|3065|3728|4298|4300|126961,ATM|CCNT2|CDK9|H3-3A|HDAC1|JUP|MLLT1|MLLT3|H3C14,-1.7,MyList
Reactome Gene Sets,6,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,,-3.3,7.7,5.4,30284,57,346,5,1.4,0.64,5347|5700|5709|6233|8697,PLK1|PSMC1|PSMD3|RPS27A|CDC23,-1.7,MyList
GO Biological Processes,19,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",19_GO:0050789 regulation of biological process,-3.3,7.7,5.4,30284,57,346,5,1.4,0.64,27316|29890|55234|64783|91746,RBMX|RBM15B|SMU1|RBM15|YTHDC1,-1.7,MyList
GO Cellular Components,20,GO:0016459,myosin complex,,-3.3,7.7,5.4,30284,57,346,5,1.4,0.64,4430|4641|4644|10627|80179,MYO1B|MYO1C|MYO5A|MYL12A|MYO19,-1.7,MyList
KEGG Pathway,24,hsa04110,Cell cycle,,-3.3,4.4,4.6,30284,158,346,8,2.3,0.81,472|545|3065|4998|5001|5347|7272|8697,ATM|ATR|HDAC1|ORC1|ORC5|PLK1|TTK|CDC23,-1.7,MyList
GO Biological Processes,19,GO:1904814,"regulation of protein localization to chromosome, telomeric region",19_GO:0051179 localization,-3.3,19,7.1,30284,14,346,3,0.87,0.5,6950|7203|10575,TCP1|CCT3|CCT4,-1.7,MyList
GO Cellular Components,20,GO:0019908,nuclear cyclin-dependent protein kinase holoenzyme complex,,-3.3,19,7.1,30284,14,346,3,0.87,0.5,905|1025|22938,CCNT2|CDK9|SNW1,-1.7,MyList
GO Biological Processes,19,GO:0030497,fatty acid elongation,19_GO:0009987 cellular process,-3.3,19,7.1,30284,14,346,3,0.87,0.5,9524|60481|64834,TECR|ELOVL5|ELOVL1,-1.7,MyList
GO Biological Processes,19,GO:0090435,protein localization to nuclear envelope,19_GO:0051179 localization,-3.3,19,7.1,30284,14,346,3,0.87,0.5,5347|9631|55726,PLK1|NUP155|INTS13,-1.7,MyList
GO Biological Processes,19,GO:0086069,bundle of His cell to Purkinje myocyte communication,19_GO:0032501 multicellular organismal process,-3.3,19,7.1,30284,14,346,3,0.87,0.5,1829|3728|5318,DSG2|JUP|PKP2,-1.7,MyList
GO Biological Processes,19,GO:0043144,sno(s)RNA processing,19_GO:0009987 cellular process,-3.3,19,7.1,30284,14,346,3,0.87,0.5,1736|54512|64282,DKC1|EXOSC4|TENT4B,-1.7,MyList
GO Biological Processes,19,GO:0000722,telomere maintenance via recombination,19_GO:0009987 cellular process,-3.3,19,7.1,30284,14,346,3,0.87,0.5,10111|23137|79677,RAD50|SMC5|SMC6,-1.7,MyList
Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-3.3,2.6,4.1,30284,535,346,16,4.6,1.1,1072|2767|2773|3020|3065|3708|3710|6566|7846|10376|10383|11004|29127|81930|126961|146909,CFL1|GNA11|GNAI3|H3-3A|HDAC1|ITPR1|ITPR3|SLC16A1|TUBA1A|TUBA1B|TUBB4B|KIF2C|RACGAP1|KIF18A|H3C14|KIF18B,-1.7,MyList
Reactome Gene Sets,6,R-HSA-73894,DNA Repair,,-3.3,3.4,4.3,30284,286,346,11,3.2,0.94,472|545|3014|5431|5437|6233|8340|8349|9100|9937|10111,ATM|ATR|H2AX|POLR2B|POLR2H|RPS27A|H2BC13|H2BC21|USP10|DCLRE1A|RAD50,-1.7,MyList
Reactome Gene Sets,6,R-HSA-5625740,RHO GTPases activate PKNs,,-3.3,6,5.1,30284,87,346,6,1.7,0.7,3014|3020|8340|8349|10627|126961,H2AX|H3-3A|H2BC13|H2BC21|MYL12A|H3C14,-1.7,MyList
Reactome Gene Sets,6,R-HSA-162909,Host Interactions of HIV factors,,-3.3,6,5.1,30284,87,346,6,1.7,0.7,1025|5700|5709|6233|9631|23225,CDK9|PSMC1|PSMD3|RPS27A|NUP155|NUP210,-1.7,MyList
GO Biological Processes,19,GO:0007088,regulation of mitotic nuclear division,19_GO:0050789 regulation of biological process,-3.3,5.1,4.8,30284,121,346,7,2,0.76,472|3550|4751|5347|6790|7272|8697,ATM|IK|NEK2|PLK1|AURKA|TTK|CDC23,-1.7,MyList
GO Biological Processes,19,GO:0034655,nucleobase-containing compound catabolic process,19_GO:0009987 cellular process,-3.3,3.2,4.2,30284,333,346,12,3.5,0.98,472|708|2023|8801|10128|22894|26986|51441|54512|55149|64282|84186,ATM|C1QBP|ENO1|SUCLG2|LRPPRC|DIS3|PABPC1|YTHDF2|EXOSC4|MTPAP|TENT4B|ZCCHC7,-1.7,MyList
Reactome Gene Sets,6,R-HSA-9012999,RHO GTPase cycle,,-3.3,3,4.2,30284,382,346,13,3.8,1,71|1828|3326|3728|6472|6709|9824|9928|10376|23197|27316|29127|57473,ACTG1|DSG1|HSP90AB1|JUP|SHMT2|SPTAN1|ARHGAP11A|KIF14|TUBA1B|FAF2|RBMX|RACGAP1|ZNF512B,-1.7,MyList
GO Biological Processes,19,GO:0061136,regulation of proteasomal protein catabolic process,19_GO:0050789 regulation of biological process,-3.3,3.9,4.5,30284,200,346,9,2.6,0.86,1452|1453|1454|3326|5347|5700|6135|6790|9532,CSNK1A1|CSNK1D|CSNK1E|HSP90AB1|PLK1|PSMC1|RPL11|AURKA|BAG2,-1.7,MyList
GO Biological Processes,19,GO:2001234,negative regulation of apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-3.3,3.6,4.4,30284,243,346,10,2.9,0.9,1654|2023|3065|3301|5478|5831|7417|10131|10771|51616,DDX3X|ENO1|HDAC1|DNAJA1|PPIA|PYCR1|VDAC2|TRAP1|ZMYND11|TAF9B,-1.7,MyList
GO Cellular Components,20,GO:0016591,"RNA polymerase II, holoenzyme",,-3.3,6,5,30284,88,346,6,1.7,0.7,2648|5431|5437|9646|51616|79577,KAT2A|POLR2B|POLR2H|CTR9|TAF9B|CDC73,-1.7,MyList
GO Biological Processes,19,GO:0034243,regulation of transcription elongation by RNA polymerase II,19_GO:0050789 regulation of biological process,-3.3,6,5,30284,88,346,6,1.7,0.7,905|1025|10771|26173|55726|79577,CCNT2|CDK9|ZMYND11|INTS1|INTS13|CDC73,-1.7,MyList
GO Biological Processes,19,GO:0033046,negative regulation of sister chromatid segregation,19_GO:0048519 negative regulation of biological process,-3.3,11,5.9,30284,33,346,4,1.2,0.57,472|3550|5347|7272,ATM|IK|PLK1|TTK,-1.7,MyList
WikiPathways,27,WP4553,FBXL10 enhancement of MAP ERK signaling in diffuse large B cell lymphoma,,-3.3,11,5.9,30284,33,346,4,1.2,0.57,3014|3020|6045|126961,H2AX|H3-3A|RNF2|H3C14,-1.7,MyList
GO Biological Processes,19,GO:2000816,negative regulation of mitotic sister chromatid separation,19_GO:0048519 negative regulation of biological process,-3.3,11,5.9,30284,33,346,4,1.2,0.57,472|3550|5347|7272,ATM|IK|PLK1|TTK,-1.7,MyList
GO Biological Processes,19,GO:0033048,negative regulation of mitotic sister chromatid segregation,19_GO:0048519 negative regulation of biological process,-3.3,11,5.9,30284,33,346,4,1.2,0.57,472|3550|5347|7272,ATM|IK|PLK1|TTK,-1.7,MyList
GO Biological Processes,19,GO:0000460,maturation of 5.8S rRNA,19_GO:0009987 cellular process,-3.3,11,5.9,30284,33,346,4,1.2,0.57,8602|23212|54512|55759,NOP14|RRS1|EXOSC4|WDR12,-1.7,MyList
GO Biological Processes,19,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,19_GO:0048519 negative regulation of biological process,-3.3,11,5.9,30284,33,346,4,1.2,0.57,472|3550|5347|7272,ATM|IK|PLK1|TTK,-1.7,MyList
Reactome Gene Sets,6,R-HSA-1169408,ISG15 antiviral mechanism,,-3.3,7.5,5.4,30284,58,346,5,1.4,0.64,3716|3839|6233|9631|23225,JAK1|KPNA3|RPS27A|NUP155|NUP210,-1.7,MyList
GO Biological Processes,19,GO:0032786,"positive regulation of DNA-templated transcription, elongation",19_GO:0048518 positive regulation of biological process,-3.3,7.5,5.4,30284,58,346,5,1.4,0.64,905|1025|11143|11198|79577,CCNT2|CDK9|KAT7|SUPT16H|CDC73,-1.7,MyList
GO Biological Processes,19,GO:0006635,fatty acid beta-oxidation,19_GO:0009987 cellular process,-3.3,7.5,5.4,30284,58,346,5,1.4,0.64,34|1374|2108|3030|3032,ACADM|CPT1A|ETFA|HADHA|HADHB,-1.7,MyList
GO Biological Processes,19,GO:0031396,regulation of protein ubiquitination,19_GO:0050789 regulation of biological process,-3.3,3.9,4.5,30284,201,346,9,2.6,0.86,1654|3301|3326|5347|5478|6135|9093|9532|11338,DDX3X|DNAJA1|HSP90AB1|PLK1|PPIA|RPL11|DNAJA3|BAG2|U2AF2,-1.7,MyList
Reactome Gene Sets,6,R-HSA-5693538,Homology Directed Repair,,-3.3,5,4.8,30284,123,346,7,2,0.76,472|545|3014|6233|8340|8349|10111,ATM|ATR|H2AX|RPS27A|H2BC13|H2BC21|RAD50,-1.7,MyList
GO Cellular Components,20,GO:0009898,cytoplasmic side of plasma membrane,,-3.3,4.3,4.6,30284,161,346,8,2.3,0.81,161|1828|2767|2773|3716|3728|9093|29127,AP2A2|DSG1|GNA11|GNAI3|JAK1|JUP|DNAJA3|RACGAP1,-1.7,MyList
GO Molecular Functions,21,GO:0003727,single-stranded RNA binding,,-3.3,5.9,5,30284,89,346,6,1.7,0.7,1654|8087|9361|11338|26986|57332,DDX3X|FXR1|LONP1|U2AF2|PABPC1|CBX8,-1.7,MyList
GO Molecular Functions,21,GO:0070063,RNA polymerase binding,,-3.2,7.4,5.3,30284,59,346,5,1.4,0.64,905|9646|51637|79577|144108,CCNT2|CTR9|RTRAF|CDC73|SPTY2D1,-1.7,MyList
GO Cellular Components,20,GO:1904813,ficolin-1-rich granule lumen,,-3.2,4.9,4.7,30284,124,346,7,2,0.76,1509|1654|1938|3326|3728|5478|5709,CTSD|DDX3X|EEF2|HSP90AB1|JUP|PPIA|PSMD3,-1.7,MyList
GO Biological Processes,19,GO:0006099,tricarboxylic acid cycle,19_GO:0009987 cellular process,-3.2,10,5.8,30284,34,346,4,1.2,0.57,5160|5162|6389|8801,PDHA1|PDHB|SDHA|SUCLG2,-1.7,MyList
GO Cellular Components,20,GO:0090543,Flemming body,,-3.2,10,5.8,30284,34,346,4,1.2,0.57,9493|9928|9960|29127,KIF23|KIF14|USP3|RACGAP1,-1.7,MyList
GO Biological Processes,19,GO:0071027,nuclear RNA surveillance,19_GO:0009987 cellular process,-3.2,18,6.9,30284,15,346,3,0.87,0.5,22894|54512|84186,DIS3|EXOSC4|ZCCHC7,-1.6,MyList
GO Biological Processes,19,GO:2000052,positive regulation of non-canonical Wnt signaling pathway,19_GO:0048518 positive regulation of biological process,-3.2,18,6.9,30284,15,346,3,0.87,0.5,1453|1454|4300,CSNK1D|CSNK1E|MLLT3,-1.6,MyList
GO Molecular Functions,21,GO:0016796,"exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters",,-3.2,7.3,5.2,30284,60,346,5,1.4,0.64,9937|22894|54512|54840|81875,DCLRE1A|DIS3|EXOSC4|APTX|ISG20L2,-1.6,MyList
GO Biological Processes,19,GO:0045862,positive regulation of proteolysis,19_GO:0048518 positive regulation of biological process,-3.2,3.3,4.2,30284,294,346,11,3.2,0.94,1452|1453|1454|1654|2023|5347|5700|6790|9093|9131|9532,CSNK1A1|CSNK1D|CSNK1E|DDX3X|ENO1|PLK1|PSMC1|AURKA|DNAJA3|AIFM1|BAG2,-1.6,MyList
KEGG Pathway,24,hsa05203,Viral carcinogenesis,,-3.2,3.8,4.4,30284,205,346,9,2.6,0.86,1654|2648|3065|3716|5700|8340|8349|9093|22938,DDX3X|KAT2A|HDAC1|JAK1|PSMC1|H2BC13|H2BC21|DNAJA3|SNW1,-1.6,MyList
GO Biological Processes,19,GO:0070201,regulation of establishment of protein localization,19_GO:0051179 localization,-3.2,2.6,4,30284,547,346,16,4.6,1.1,1374|1509|2181|2767|3301|3708|3728|4641|5478|6566|6950|7203|10575|22994|51496|55929,CPT1A|CTSD|ACSL3|GNA11|DNAJA1|ITPR1|JUP|MYO1C|PPIA|SLC16A1|TCP1|CCT3|CCT4|CEP131|CTDSPL2|DMAP1,-1.6,MyList
Reactome Gene Sets,6,R-HSA-9645723,Diseases of programmed cell death,,-3.2,5.8,4.9,30284,91,346,6,1.7,0.7,3014|3020|5931|8340|8349|126961,H2AX|H3-3A|RBBP7|H2BC13|H2BC21|H3C14,-1.6,MyList
GO Biological Processes,19,GO:1901293,nucleoside phosphate biosynthetic process,19_GO:0009987 cellular process,-3.2,3.3,4.2,30284,295,346,11,3.2,0.94,498|506|2181|2194|5160|5162|6389|9524|10165|60481|64834,ATP5F1A|ATP5F1B|ACSL3|FASN|PDHA1|PDHB|SDHA|TECR|SLC25A13|ELOVL5|ELOVL1,-1.6,MyList
GO Biological Processes,19,GO:0045786,negative regulation of cell cycle,19_GO:0048519 negative regulation of biological process,-3.2,2.9,4.1,30284,392,346,13,3.8,1,472|545|2648|3014|3550|4751|4998|5347|6839|7272|10111|64061|79577,ATM|ATR|KAT2A|H2AX|IK|NEK2|ORC1|PLK1|SUV39H1|TTK|RAD50|TSPYL2|CDC73,-1.6,MyList
GO Molecular Functions,21,GO:0003779,actin binding,,-3.2,2.8,4,30284,443,346,14,4,1.1,1072|2314|4430|4641|4644|6525|6709|6712|6744|10093|60312|80179|81930|116154,CFL1|FLII|MYO1B|MYO1C|MYO5A|SMTN|SPTAN1|SPTBN2|ITPRID2|ARPC4|AFAP1|MYO19|KIF18A|PHACTR3,-1.6,MyList
Reactome Gene Sets,6,R-HSA-9658195,Leishmania infection,,-3.2,4.8,4.6,30284,127,346,7,2,0.76,71|2773|3326|3708|3710|4644|10093,ACTG1|GNAI3|HSP90AB1|ITPR1|ITPR3|MYO5A|ARPC4,-1.6,MyList
Reactome Gene Sets,6,R-HSA-9824443,Parasitic Infection Pathways,,-3.2,4.8,4.6,30284,127,346,7,2,0.76,71|2773|3326|3708|3710|4644|10093,ACTG1|GNAI3|HSP90AB1|ITPR1|ITPR3|MYO5A|ARPC4,-1.6,MyList
Canonical Pathways,11,M16801,SIG REGULATION OF THE ACTIN CYTOSKELETON BY RHO GTPASES,,-3.2,10,5.7,30284,35,346,4,1.2,0.57,71|72|1072|6191,ACTG1|ACTG2|CFL1|RPS4X,-1.6,MyList
GO Biological Processes,19,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,19_GO:0048519 negative regulation of biological process,-3.2,10,5.7,30284,35,346,4,1.2,0.57,472|3550|5347|7272,ATM|IK|PLK1|TTK,-1.6,MyList
Reactome Gene Sets,6,R-HSA-6814122,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,,-3.2,10,5.7,30284,35,346,4,1.2,0.57,2767|6950|7203|10575,GNA11|TCP1|CCT3|CCT4,-1.6,MyList
GO Biological Processes,19,GO:0000154,rRNA modification,19_GO:0009987 cellular process,-3.2,10,5.7,30284,35,346,4,1.2,0.57,1736|54433|55505|64216,DKC1|GAR1|NOP10|TFB2M,-1.6,MyList
GO Biological Processes,19,GO:0070670,response to interleukin-4,19_GO:0050896 response to stimulus,-3.2,10,5.7,30284,35,346,4,1.2,0.57,2194|3326|3716|10376,FASN|HSP90AB1|JAK1|TUBA1B,-1.6,MyList
GO Biological Processes,19,GO:1905819,negative regulation of chromosome separation,19_GO:0048519 negative regulation of biological process,-3.2,10,5.7,30284,35,346,4,1.2,0.57,472|3550|5347|7272,ATM|IK|PLK1|TTK,-1.6,MyList
GO Molecular Functions,21,GO:0010485,histone H4 acetyltransferase activity,,-3.2,10,5.7,30284,35,346,4,1.2,0.57,2648|7862|11143|23774,KAT2A|BRPF1|KAT7|BRD1,-1.6,MyList
GO Biological Processes,19,GO:0018209,peptidyl-serine modification,19_GO:0009987 cellular process,-3.2,5.7,4.9,30284,92,346,6,1.7,0.7,472|545|1452|5347|6790|253260,ATM|ATR|CSNK1A1|PLK1|AURKA|RICTOR,-1.6,MyList
GO Biological Processes,19,GO:1901607,alpha-amino acid biosynthetic process,19_GO:0009987 cellular process,-3.2,7.2,5.2,30284,61,346,5,1.4,0.64,1373|5831|6472|26227|29920,CPS1|PYCR1|SHMT2|PHGDH|PYCR2,-1.6,MyList
GO Biological Processes,19,GO:0030307,positive regulation of cell growth,19_GO:0040007 growth,-3.2,4.2,4.5,30284,166,346,8,2.3,0.81,1654|3020|6792|51616|54512|54555|253260|283106,DDX3X|H3-3A|CDKL5|TAF9B|EXOSC4|DDX49|RICTOR|CSNK2A3,-1.6,MyList
GO Biological Processes,19,GO:0006275,regulation of DNA replication,19_GO:0050789 regulation of biological process,-3.2,4.8,4.6,30284,128,346,7,2,0.76,545|5001|6742|7270|11143|11177|64061,ATR|ORC5|SSBP1|TTF1|KAT7|BAZ1A|TSPYL2,-1.6,MyList
GO Molecular Functions,21,GO:0140994,RNA polymerase II CTD heptapeptide repeat modifying activity,,-3.2,4.8,4.6,30284,128,346,7,2,0.76,1025|4820|5478|51496|85313|192111|728945,CDK9|NKTR|PPIA|CTDSPL2|PPIL4|PGAM5|PPIAL4F,-1.6,MyList
Reactome Gene Sets,6,R-HSA-199991,Membrane Trafficking,,-3.2,2.5,3.9,30284,553,346,16,4.6,1.1,71|4644|5563|6233|6709|6712|6836|7846|9685|10093|10376|10383|11004|29127|81930|146909,ACTG1|MYO5A|PRKAA2|RPS27A|SPTAN1|SPTBN2|SURF4|TUBA1A|CLINT1|ARPC4|TUBA1B|TUBB4B|KIF2C|RACGAP1|KIF18A|KIF18B,-1.6,MyList
GO Biological Processes,19,GO:0030071,regulation of mitotic metaphase/anaphase transition,19_GO:0050789 regulation of biological process,-3.2,5.6,4.8,30284,93,346,6,1.7,0.7,472|3550|5347|6598|7272|8697,ATM|IK|PLK1|SMARCB1|TTK|CDC23,-1.6,MyList
GO Biological Processes,19,GO:0010965,regulation of mitotic sister chromatid separation,19_GO:0050789 regulation of biological process,-3.1,7.1,5.1,30284,62,346,5,1.4,0.64,472|3550|5347|7272|8697,ATM|IK|PLK1|TTK|CDC23,-1.6,MyList
GO Biological Processes,19,GO:0044272,sulfur compound biosynthetic process,19_GO:0009987 cellular process,-3.1,4.2,4.4,30284,168,346,8,2.3,0.81,2181|2194|5160|5162|9524|9653|60481|64834,ACSL3|FASN|PDHA1|PDHB|TECR|HS2ST1|ELOVL5|ELOVL1,-1.6,MyList
GO Molecular Functions,21,GO:0140839,RNA polymerase II CTD heptapeptide repeat P3 isomerase activity,,-3.1,9.7,5.6,30284,36,346,4,1.2,0.57,4820|5478|85313|728945,NKTR|PPIA|PPIL4|PPIAL4F,-1.6,MyList
GO Molecular Functions,21,GO:0140840,RNA polymerase II CTD heptapeptide repeat P6 isomerase activity,,-3.1,9.7,5.6,30284,36,346,4,1.2,0.57,4820|5478|85313|728945,NKTR|PPIA|PPIL4|PPIAL4F,-1.6,MyList
